Id,Time[ns],1:UART: RX/TX
18936,13073153920.00,D
18937,13073164760.00,9
18938,13073175600.00,4
18939,13073186440.00,0
18940,13073197280.00,0
18941,13073208160.00,B
18942,13073219000.00,1
18943,13073229840.00,0
18944,13073240680.00,5
18945,13073251520.00,0
18946,13073262400.00,5
18947,13073273240.00,C
18948,13073284080.00,F
18949,13073294920.00,1
18950,13073305800.00,4
18951,13073316640.00,A
18952,13073327480.00,F
18953,13073338320.00,F
18954,13073349160.00,F
18955,13073360040.00,4
18956,13073370880.00,C
18957,13073381720.00,D
18958,13073392560.00,3
18959,13073403400.00,D
18960,13073414280.00,9
18961,13073425120.00,1
18962,13073435960.00,5
18963,13073446800.00,0
18964,13073457640.00,B
18965,13073468480.00,1
18966,13073479360.00,3
18967,13073490200.00,7
18968,13073501040.00,3
18969,13073511880.00,B
18970,13073522760.00,1
18971,13073533600.00,1
18972,13073544440.00,2
18973,13073555280.00,C
18974,13073566120.00,5
18975,13073577000.00,0
18976,13073587840.00,B
18977,13073598680.00,E
18978,13073609520.00,F
18979,13073620360.00,A
18980,13073631240.00,A
18981,13073642080.00,3
18982,13073652920.00,1
18983,13073663760.00,5
18984,13073674600.00,0
18985,13073685440.00,4
18986,13073696320.00,D
18987,13073707160.00,8
18988,13073718000.00,6
18989,13073728840.00,4
18990,13073739720.00,8
18991,13073750560.00,D
18992,13073761400.00,2
18993,13073772240.00,6
18994,13073783080.00,6
18995,13073793960.00,4
18996,13073804800.00,C
18997,13073815640.00,7
18998,13073826480.00,4
18999,13073837320.00,E
19000,13073848200.00,D
19001,13073859040.00,D
19002,13073869880.00,6
19003,13073880720.00,9
19004,13073891560.00,B
19005,13073902400.00,5
19006,13073913280.00,6
19007,13073924120.00,2
19008,13073934960.00,4
19009,13073945800.00,B
19010,13073956680.00,F
19011,13073967520.00,B
19012,13073978360.00,2
19013,13073989200.00,E
19014,13074000040.00,D
19015,13074010920.00,B
19016,13074021760.00,B
19017,13074032600.00,A
19018,13074043440.00,0
19019,13074054280.00,6
19020,13074065160.00,D
19021,13074076000.00,B
19022,13074086840.00,B
19023,13074097680.00,B
19024,13074108520.00,F
19025,13074119360.00,3
19026,13074130240.00,2
19027,13074141080.00,E
19028,13074151920.00,6
19029,13074162760.00,A
19030,13074173640.00,5
19031,13074184480.00,3
19032,13074195320.00,3
19033,13074206160.00,8
19034,13074217000.00,2
19035,13074227880.00,0
19036,13074238720.00,2
19037,13074249560.00,7
19038,13074260400.00,5
19039,13074271240.00,4
19040,13074282120.00,0
19041,13074292960.00,F
19042,13074303800.00,6
19043,13074314640.00,4
19044,13074325480.00,E
19045,13074336320.00,B
19046,13074347200.00,7
19047,13074358040.00,3
19048,13074368880.00,D
19049,13074379720.00,2
19050,13074390600.00,C
19051,13074401440.00,7
19052,13074412280.00,6
19053,13074423120.00,0
19054,13074433960.00,1
19055,13074444840.00,[0D]
19056,13074455680.00,[0A]
19057,13139823640.00,[0D]
19058,13139834520.00,[0A]
19059,13139845360.00,+
19060,13139856200.00,M
19061,13139867040.00,I
19062,13139877920.00,P
19063,13139888760.00,U
19064,13139899600.00,R
19065,13139910440.00,C
19066,13139921280.00,:
19067,13139932160.00,[20]
19068,13139943000.00,"
19069,13139953840.00,r
19070,13139964680.00,t
19071,13139975520.00,c
19072,13139986360.00,p
19073,13139997240.00,"
19074,13140008080.00,,
19075,13140018920.00,0
19076,13140029760.00,,
19077,13140040600.00,1
19078,13140051480.00,4
19079,13140062320.00,8
19080,13140073160.00,,
19081,13140084000.00,8
19082,13140094880.00,2
19083,13140105720.00,7
19084,13140116560.00,E
19085,13140127400.00,0
19086,13140138240.00,0
19087,13140149120.00,9
19088,13140159960.00,0
19089,13140170800.00,0
19090,13140181640.00,0
19091,13140192480.00,0
19092,13140203320.00,0
19093,13140214200.00,0
19094,13140225040.00,0
19095,13140235880.00,8
19096,13140246720.00,C
19097,13140257560.00,6
19098,13140268440.00,B
19099,13140279280.00,8
19100,13140290120.00,3
19101,13140300960.00,3
19102,13140311840.00,1
19103,13140322680.00,2
19104,13140333520.00,A
19105,13140344360.00,2
19106,13140355200.00,6
19107,13140366080.00,E
19108,13140376920.00,D
19109,13140387760.00,F
19110,13140398600.00,3
19111,13140409440.00,6
19112,13140420280.00,3
19113,13140431160.00,8
19114,13140442000.00,7
19115,13140452840.00,D
19116,13140463680.00,5
19117,13140474520.00,4
19118,13140485400.00,B
19119,13140496240.00,1
19120,13140507080.00,D
19121,13140517920.00,0
19122,13140528800.00,4
19123,13140539640.00,2
19124,13140550480.00,0
19125,13140561320.00,D
19126,13140572160.00,0
19127,13140583040.00,F
19128,13140593880.00,9
19129,13140604720.00,E
19130,13140615560.00,B
19131,13140626400.00,2
19132,13140637280.00,B
19133,13140648120.00,C
19134,13140658960.00,1
19135,13140669800.00,3
19136,13140680640.00,D
19137,13140691480.00,2
19138,13140702360.00,7
19139,13140713200.00,D
19140,13140724040.00,C
19141,13140734880.00,3
19142,13140745760.00,B
19143,13140756600.00,5
19144,13140767440.00,8
19145,13140778280.00,4
19146,13140789120.00,0
19147,13140800000.00,D
19148,13140810840.00,D
19149,13140821680.00,6
19150,13140832520.00,9
19151,13140843360.00,4
19152,13140854240.00,C
19153,13140865080.00,F
19154,13140875920.00,1
19155,13140886760.00,7
19156,13140897600.00,A
19157,13140908440.00,D
19158,13140919320.00,4
19159,13140930160.00,F
19160,13140941000.00,E
19161,13140951840.00,4
19162,13140962720.00,E
19163,13140973560.00,D
19164,13140984400.00,C
19165,13140995240.00,F
19166,13141006080.00,8
19167,13141016960.00,B
19168,13141027800.00,1
19169,13141038640.00,D
19170,13141049480.00,B
19171,13141060320.00,1
19172,13141071200.00,2
19173,13141082040.00,3
19174,13141092880.00,5
19175,13141103720.00,7
19176,13141114560.00,2
19177,13141125400.00,E
19178,13141136280.00,E
19179,13141147120.00,B
19180,13141157960.00,2
19181,13141168800.00,F
19182,13141179680.00,4
19183,13141190520.00,0
19184,13141201360.00,1
19185,13141212200.00,B
19186,13141223040.00,7
19187,13141233920.00,A
19188,13141244760.00,8
19189,13141255600.00,7
19190,13141266440.00,8
19191,13141277280.00,0
19192,13141288160.00,7
19193,13141299000.00,C
19194,13141309840.00,7
19195,13141320680.00,9
19196,13141331520.00,1
19197,13141342360.00,2
19198,13141353240.00,8
19199,13141364080.00,9
19200,13141374920.00,E
19201,13141385760.00,5
19202,13141396640.00,7
19203,13141407480.00,1
19204,13141418320.00,2
19205,13141429160.00,0
19206,13141440000.00,2
19207,13141450880.00,D
19208,13141461720.00,6
19209,13141472560.00,8
19210,13141483400.00,9
19211,13141494240.00,8
19212,13141505120.00,D
19213,13141515960.00,9
19214,13141526800.00,8
19215,13141537640.00,7
19216,13141548480.00,F
19217,13141559360.00,A
19218,13141570200.00,7
19219,13141581040.00,1
19220,13141591880.00,1
19221,13141602720.00,1
19222,13141613600.00,E
19223,13141624440.00,D
19224,13141635280.00,B
19225,13141646120.00,0
19226,13141656960.00,0
19227,13141667840.00,1
19228,13141678680.00,7
19229,13141689520.00,A
19230,13141700360.00,F
19231,13141711200.00,8
19232,13141722080.00,D
19233,13141732920.00,D
19234,13141743760.00,1
19235,13141754600.00,F
19236,13141765440.00,0
19237,13141776320.00,8
19238,13141787160.00,C
19239,13141798000.00,4
19240,13141808840.00,5
19241,13141819680.00,4
19242,13141830560.00,E
19243,13141841400.00,8
19244,13141852240.00,3
19245,13141863080.00,0
19246,13141873920.00,C
19247,13141884800.00,8
19248,13141895640.00,D
19249,13141906480.00,0
19250,13141917320.00,4
19251,13141928160.00,C
19252,13141939040.00,E
19253,13141949880.00,D
19254,13141960720.00,8
19255,13141971560.00,F
19256,13141982400.00,7
19257,13141993280.00,7
19258,13142004120.00,F
19259,13142014960.00,C
19260,13142025800.00,C
19261,13142036640.00,C
19262,13142047520.00,8
19263,13142058360.00,0
19264,13142069200.00,D
19265,13142080040.00,8
19266,13142090880.00,9
19267,13142101760.00,1
19268,13142112600.00,8
19269,13142123440.00,8
19270,13142134280.00,1
19271,13142145120.00,F
19272,13142156000.00,D
19273,13142166840.00,A
19274,13142177680.00,C
19275,13142188520.00,E
19276,13142199360.00,F
19277,13142210240.00,F
19278,13142221080.00,D
19279,13142231920.00,5
19280,13142242760.00,F
19281,13142253600.00,E
19282,13142264480.00,2
19283,13142275320.00,6
19284,13142286160.00,6
19285,13142297000.00,D
19286,13142307840.00,D
19287,13142318720.00,0
19288,13142329560.00,E
19289,13142340400.00,1
19290,13142351240.00,E
19291,13142362080.00,3
19292,13142372960.00,F
19293,13142383800.00,2
19294,13142394640.00,C
19295,13142405480.00,D
19296,13142416320.00,6
19297,13142427200.00,0
19298,13142438040.00,0
19299,13142448880.00,0
19300,13142459720.00,6
19301,13142470560.00,F
19302,13142481440.00,7
19303,13142492280.00,A
19304,13142503120.00,7
19305,13142513960.00,B
19306,13142524800.00,6
19307,13142535680.00,0
19308,13142546520.00,0
19309,13142557360.00,0
19310,13142568200.00,2
19311,13142579040.00,D
19312,13142589920.00,5
19313,13142600760.00,3
19314,13142611600.00,2
19315,13142622440.00,2
19316,13142633280.00,F
19317,13142644160.00,8
19318,13142655000.00,8
19319,13142665840.00,A
19320,13142676680.00,E
19321,13142687520.00,2
19322,13142698400.00,C
19323,13142709240.00,9
19324,13142720080.00,F
19325,13142730920.00,5
19326,13142741760.00,A
19327,13142752640.00,D
19328,13142763480.00,C
19329,13142774320.00,5
19330,13142785160.00,3
19331,13142796000.00,1
19332,13142806880.00,6
19333,13142817720.00,6
19334,13142828560.00,4
19335,13142839400.00,F
19336,13142850240.00,A
19337,13142861120.00,B
19338,13142871960.00,4
19339,13142882800.00,4
19340,13142893640.00,9
19341,13142904480.00,D
19342,13142915360.00,9
19343,13142926200.00,E
19344,13142937040.00,A
19345,13142947880.00,1
19346,13142958720.00,4
19347,13142969600.00,8
19348,13142980440.00,7
19349,13142991280.00,1
19350,13143002120.00,D
19351,13143012960.00,1
19352,13143023840.00,3
19353,13143034680.00,1
19354,13143045520.00,8
19355,13143056360.00,A
19356,13143067200.00,A
19357,13143078080.00,7
19358,13143088920.00,8
19359,13143099760.00,A
19360,13143110600.00,B
19361,13143121440.00,3
19362,13143132320.00,3
19363,13143143160.00,2
19364,13143154000.00,6
19365,13143164840.00,C
19366,13143175680.00,E
19367,13143186560.00,8
19368,13143197400.00,B
19369,13143208240.00,D
19370,13143219080.00,D
19371,13143229920.00,6
19372,13143240800.00,3
19373,13143251640.00,2
19374,13143262480.00,5
19375,13143273320.00,8
19376,13143284160.00,F
19377,13143295040.00,[0D]
19378,13143305880.00,[0A]
19379,13192817320.00,[0D]
19380,13192828160.00,[0A]
19381,13192839000.00,+
19382,13192849840.00,M
19383,13192860720.00,I
19384,13192871560.00,P
19385,13192882400.00,U
19386,13192893240.00,R
19387,13192904080.00,C
19388,13192914960.00,:
19389,13192925800.00,[20]
19390,13192936640.00,"
19391,13192947480.00,r
19392,13192958360.00,t
19393,13192969200.00,c
19394,13192980040.00,p
19395,13192990880.00,"
19396,13193001720.00,,
19397,13193012560.00,0
19398,13193023440.00,,
19399,13193034280.00,1
19400,13193045120.00,3
19401,13193055960.00,5
19402,13193066800.00,,
19403,13193077680.00,8
19404,13193088520.00,2
19405,13193099360.00,7
19406,13193110200.00,E
19407,13193121040.00,0
19408,13193131920.00,0
19409,13193142760.00,8
19410,13193153600.00,3
19411,13193164440.00,0
19412,13193175320.00,0
19413,13193186160.00,0
19414,13193197000.00,0
19415,13193207840.00,0
19416,13193218680.00,0
19417,13193229560.00,7
19418,13193240400.00,F
19419,13193251240.00,6
19420,13193262080.00,B
19421,13193272920.00,8
19422,13193283760.00,3
19423,13193294640.00,2
19424,13193305480.00,E
19425,13193316320.00,2
19426,13193327160.00,9
19427,13193338000.00,0
19428,13193348880.00,D
19429,13193359720.00,5
19430,13193370560.00,1
19431,13193381400.00,5
19432,13193392280.00,9
19433,13193403120.00,5
19434,13193413960.00,F
19435,13193424800.00,D
19436,13193435640.00,C
19437,13193446520.00,7
19438,13193457360.00,D
19439,13193468200.00,4
19440,13193479040.00,7
19441,13193489880.00,1
19442,13193500720.00,C
19443,13193511600.00,1
19444,13193522440.00,E
19445,13193533280.00,5
19446,13193544120.00,3
19447,13193554960.00,B
19448,13193565840.00,1
19449,13193576680.00,D
19450,13193587520.00,C
19451,13193598360.00,C
19452,13193609240.00,C
19453,13193620080.00,3
19454,13193630920.00,7
19455,13193641760.00,E
19456,13193652600.00,9
19457,13193663480.00,3
19458,13193674320.00,7
19459,13193685160.00,B
19460,13193696000.00,6
19461,13193706840.00,0
19462,13193717680.00,2
19463,13193728560.00,5
19464,13193739400.00,7
19465,13193750240.00,3
19466,13193761080.00,1
19467,13193771920.00,7
19468,13193782800.00,7
19469,13193793640.00,C
19470,13193804480.00,B
19471,13193815320.00,4
19472,13193826200.00,4
19473,13193837040.00,A
19474,13193847880.00,E
19475,13193858720.00,6
19476,13193869560.00,E
19477,13193880440.00,6
19478,13193891280.00,C
19479,13193902120.00,A
19480,13193912960.00,B
19481,13193923800.00,F
19482,13193934640.00,5
19483,13193945520.00,3
19484,13193956360.00,0
19485,13193967200.00,C
19486,13193978040.00,A
19487,13193988880.00,8
19488,13193999760.00,5
19489,13194010600.00,D
19490,13194021440.00,E
19491,13194032280.00,9
19492,13194043160.00,9
19493,13194054000.00,4
19494,13194064840.00,4
19495,13194075680.00,5
19496,13194086520.00,4
19497,13194097400.00,5
19498,13194108240.00,8
19499,13194119080.00,D
19500,13194129920.00,3
19501,13194140760.00,2
19502,13194151640.00,C
19503,13194162480.00,3
19504,13194173320.00,6
19505,13194184160.00,1
19506,13194195000.00,0
19507,13194205840.00,C
19508,13194216720.00,E
19509,13194227560.00,D
19510,13194238400.00,2
19511,13194249240.00,A
19512,13194260120.00,B
19513,13194270960.00,3
19514,13194281800.00,5
19515,13194292640.00,6
19516,13194303480.00,B
19517,13194314360.00,A
19518,13194325200.00,6
19519,13194336040.00,0
19520,13194346880.00,C
19521,13194357720.00,E
19522,13194368600.00,7
19523,13194379440.00,9
19524,13194390280.00,0
19525,13194401120.00,2
19526,13194411960.00,6
19527,13194422800.00,1
19528,13194433680.00,B
19529,13194444520.00,A
19530,13194455360.00,9
19531,13194466200.00,B
19532,13194477080.00,D
19533,13194487920.00,A
19534,13194498760.00,8
19535,13194509600.00,C
19536,13194520440.00,C
19537,13194531320.00,C
19538,13194542160.00,5
19539,13194553000.00,F
19540,13194563840.00,A
19541,13194574680.00,F
19542,13194585560.00,7
19543,13194596400.00,B
19544,13194607240.00,D
19545,13194618080.00,2
19546,13194628920.00,0
19547,13194639760.00,B
19548,13194650640.00,4
19549,13194661480.00,B
19550,13194672320.00,4
19551,13194683160.00,0
19552,13194694040.00,0
19553,13194704880.00,6
19554,13194715720.00,B
19555,13194726560.00,9
19556,13194737400.00,0
19557,13194748280.00,7
19558,13194759120.00,9
19559,13194769960.00,2
19560,13194780800.00,7
19561,13194791640.00,4
19562,13194802520.00,2
19563,13194813360.00,A
19564,13194824200.00,2
19565,13194835040.00,6
19566,13194845880.00,8
19567,13194856720.00,1
19568,13194867600.00,6
19569,13194878440.00,D
19570,13194889280.00,A
19571,13194900120.00,7
19572,13194911000.00,8
19573,13194921840.00,4
19574,13194932680.00,C
19575,13194943520.00,8
19576,13194954360.00,A
19577,13194965240.00,7
19578,13194976080.00,D
19579,13194986920.00,F
19580,13194997760.00,B
19581,13195008600.00,2
19582,13195019480.00,D
19583,13195030320.00,A
19584,13195041160.00,7
19585,13195052000.00,1
19586,13195062840.00,E
19587,13195073720.00,7
19588,13195084560.00,5
19589,13195095400.00,C
19590,13195106240.00,F
19591,13195117080.00,8
19592,13195127960.00,0
19593,13195138800.00,5
19594,13195149640.00,D
19595,13195160480.00,D
19596,13195171320.00,6
19597,13195182200.00,D
19598,13195193040.00,4
19599,13195203880.00,F
19600,13195214720.00,3
19601,13195225560.00,0
19602,13195236440.00,B
19603,13195247280.00,6
19604,13195258120.00,0
19605,13195268960.00,B
19606,13195279800.00,E
19607,13195290680.00,E
19608,13195301520.00,0
19609,13195312360.00,F
19610,13195323200.00,F
19611,13195334040.00,7
19612,13195344920.00,8
19613,13195355760.00,2
19614,13195366600.00,A
19615,13195377440.00,D
19616,13195388280.00,7
19617,13195399160.00,8
19618,13195410000.00,A
19619,13195420840.00,B
19620,13195431680.00,D
19621,13195442520.00,7
19622,13195453400.00,5
19623,13195464240.00,8
19624,13195475080.00,E
19625,13195485920.00,6
19626,13195496760.00,7
19627,13195507640.00,F
19628,13195518480.00,3
19629,13195529320.00,1
19630,13195540160.00,8
19631,13195551000.00,2
19632,13195561880.00,5
19633,13195572720.00,B
19634,13195583560.00,5
19635,13195594400.00,1
19636,13195605240.00,2
19637,13195616120.00,1
19638,13195626960.00,4
19639,13195637800.00,3
19640,13195648640.00,8
19641,13195659480.00,D
19642,13195670360.00,A
19643,13195681200.00,0
19644,13195692040.00,A
19645,13195702880.00,E
19646,13195713720.00,A
19647,13195724600.00,4
19648,13195735440.00,2
19649,13195746280.00,3
19650,13195757120.00,5
19651,13195767960.00,0
19652,13195778840.00,2
19653,13195789680.00,1
19654,13195800520.00,8
19655,13195811360.00,C
19656,13195822200.00,4
19657,13195833080.00,E
19658,13195843920.00,C
19659,13195854760.00,8
19660,13195865600.00,D
19661,13195876440.00,4
19662,13195887320.00,0
19663,13195898160.00,5
19664,13195909000.00,E
19665,13195919840.00,0
19666,13195930680.00,8
19667,13195941560.00,0
19668,13195952400.00,5
19669,13195963240.00,A
19670,13195974080.00,B
19671,13195984920.00,D
19672,13195995800.00,D
19673,13196006640.00,[0D]
19674,13196017480.00,[0A]
19675,13259790800.00,[0D]
19676,13259801640.00,[0A]
19677,13259812520.00,+
19678,13259823360.00,M
19679,13259834200.00,I
19680,13259845040.00,P
19681,13259855880.00,U
19682,13259866760.00,R
19683,13259877600.00,C
19684,13259888440.00,:
19685,13259899280.00,[20]
19686,13259910120.00,"
19687,13259921000.00,r
19688,13259931840.00,t
19689,13259942680.00,c
19690,13259953520.00,p
19691,13259964400.00,"
19692,13259975240.00,,
19693,13259986080.00,0
19694,13259996920.00,,
19695,13260007760.00,1
19696,13260018640.00,1
19697,13260029480.00,6
19698,13260040320.00,,
19699,13260051160.00,8
19700,13260062000.00,2
19701,13260072840.00,7
19702,13260083720.00,2
19703,13260094560.00,0
19704,13260105400.00,0
19705,13260116240.00,0
19706,13260127080.00,0
19707,13260137960.00,0
19708,13260148800.00,0
19709,13260159640.00,6
19710,13260170480.00,E
19711,13260181360.00,6
19712,13260192200.00,B
19713,13260203040.00,8
19714,13260213880.00,3
19715,13260224720.00,2
19716,13260235600.00,0
19717,13260246440.00,2
19718,13260257280.00,6
19719,13260268120.00,0
19720,13260278960.00,A
19721,13260289800.00,6
19722,13260300680.00,E
19723,13260311520.00,7
19724,13260322360.00,4
19725,13260333200.00,9
19726,13260344040.00,3
19727,13260354920.00,5
19728,13260365760.00,C
19729,13260376600.00,5
19730,13260387440.00,0
19731,13260398320.00,4
19732,13260409160.00,3
19733,13260420000.00,3
19734,13260430840.00,C
19735,13260441680.00,D
19736,13260452560.00,B
19737,13260463400.00,0
19738,13260474240.00,A
19739,13260485080.00,3
19740,13260495920.00,6
19741,13260506760.00,A
19742,13260517640.00,F
19743,13260528480.00,A
19744,13260539320.00,1
19745,13260550160.00,F
19746,13260561000.00,4
19747,13260571880.00,A
19748,13260582720.00,1
19749,13260593560.00,B
19750,13260604400.00,D
19751,13260615280.00,A
19752,13260626120.00,F
19753,13260636960.00,E
19754,13260647800.00,D
19755,13260658640.00,0
19756,13260669520.00,8
19757,13260680360.00,1
19758,13260691200.00,4
19759,13260702040.00,F
19760,13260712880.00,D
19761,13260723720.00,2
19762,13260734600.00,B
19763,13260745440.00,3
19764,13260756280.00,5
19765,13260767120.00,8
19766,13260777960.00,2
19767,13260788840.00,B
19768,13260799680.00,0
19769,13260810520.00,0
19770,13260821360.00,B
19771,13260832240.00,C
19772,13260843080.00,4
19773,13260853920.00,8
19774,13260864760.00,9
19775,13260875600.00,F
19776,13260886480.00,9
19777,13260897320.00,9
19778,13260908160.00,5
19779,13260919000.00,A
19780,13260929840.00,4
19781,13260940680.00,5
19782,13260951560.00,6
19783,13260962400.00,0
19784,13260973240.00,9
19785,13260984080.00,9
19786,13260994920.00,4
19787,13261005800.00,6
19788,13261016640.00,C
19789,13261027480.00,7
19790,13261038320.00,5
19791,13261049200.00,0
19792,13261060040.00,A
19793,13261070880.00,D
19794,13261081720.00,6
19795,13261092560.00,E
19796,13261103440.00,E
19797,13261114280.00,D
19798,13261125120.00,E
19799,13261135960.00,3
19800,13261146800.00,C
19801,13261157680.00,E
19802,13261168520.00,B
19803,13261179360.00,F
19804,13261190200.00,E
19805,13261201040.00,0
19806,13261211880.00,6
19807,13261222760.00,F
19808,13261233600.00,0
19809,13261244440.00,5
19810,13261255280.00,7
19811,13261266160.00,0
19812,13261277000.00,3
19813,13261287840.00,4
19814,13261298680.00,8
19815,13261309520.00,7
19816,13261320400.00,1
19817,13261331240.00,1
19818,13261342080.00,D
19819,13261352920.00,4
19820,13261363760.00,D
19821,13261374640.00,F
19822,13261385480.00,9
19823,13261396320.00,7
19824,13261407160.00,1
19825,13261418000.00,8
19826,13261428840.00,4
19827,13261439720.00,5
19828,13261450560.00,6
19829,13261461400.00,9
19830,13261472240.00,1
19831,13261483120.00,B
19832,13261493960.00,4
19833,13261504800.00,5
19834,13261515640.00,8
19835,13261526480.00,3
19836,13261537360.00,2
19837,13261548200.00,B
19838,13261559040.00,1
19839,13261569880.00,3
19840,13261580720.00,F
19841,13261591600.00,9
19842,13261602440.00,1
19843,13261613280.00,2
19844,13261624120.00,3
19845,13261634960.00,2
19846,13261645800.00,8
19847,13261656680.00,E
19848,13261667520.00,5
19849,13261678360.00,A
19850,13261689200.00,6
19851,13261700080.00,1
19852,13261710920.00,8
19853,13261721760.00,1
19854,13261732600.00,F
19855,13261743440.00,8
19856,13261754320.00,1
19857,13261765160.00,D
19858,13261776000.00,D
19859,13261786840.00,0
19860,13261797680.00,9
19861,13261808560.00,E
19862,13261819400.00,0
19863,13261830240.00,4
19864,13261841080.00,A
19865,13261851920.00,D
19866,13261862800.00,8
19867,13261873640.00,F
19868,13261884480.00,8
19869,13261895320.00,B
19870,13261906160.00,3
19871,13261917040.00,1
19872,13261927880.00,9
19873,13261938720.00,7
19874,13261949560.00,3
19875,13261960400.00,A
19876,13261971280.00,B
19877,13261982120.00,C
19878,13261992960.00,8
19879,13262003800.00,4
19880,13262014640.00,E
19881,13262025520.00,2
19882,13262036360.00,0
19883,13262047200.00,5
19884,13262058040.00,D
19885,13262068880.00,7
19886,13262079720.00,8
19887,13262090600.00,A
19888,13262101440.00,3
19889,13262112280.00,9
19890,13262123120.00,1
19891,13262134000.00,6
19892,13262144840.00,B
19893,13262155680.00,6
19894,13262166520.00,4
19895,13262177360.00,A
19896,13262188240.00,E
19897,13262199080.00,0
19898,13262209920.00,A
19899,13262220760.00,0
19900,13262231600.00,1
19901,13262242480.00,B
19902,13262253320.00,1
19903,13262264160.00,A
19904,13262275000.00,9
19905,13262285840.00,8
19906,13262296720.00,5
19907,13262307560.00,9
19908,13262318400.00,E
19909,13262329240.00,0
19910,13262340080.00,1
19911,13262350960.00,0
19912,13262361800.00,7
19913,13262372640.00,3
19914,13262383480.00,A
19915,13262394320.00,A
19916,13262405200.00,2
19917,13262416040.00,4
19918,13262426880.00,8
19919,13262437720.00,5
19920,13262448560.00,7
19921,13262459440.00,6
19922,13262470280.00,8
19923,13262481120.00,E
19924,13262491960.00,6
19925,13262502800.00,B
19926,13262513680.00,2
19927,13262524520.00,1
19928,13262535360.00,2
19929,13262546200.00,F
19930,13262557040.00,A
19931,13262567920.00,[0D]
19932,13262578760.00,[0A]
19933,13309842480.00,[0D]
19934,13309853320.00,[0A]
19935,13309864160.00,+
19936,13309875040.00,M
19937,13309885880.00,I
19938,13309896720.00,P
19939,13309907560.00,U
19940,13309918400.00,R
19941,13309929280.00,C
19942,13309940120.00,:
19943,13309950960.00,[20]
19944,13309961800.00,"
19945,13309972640.00,r
19946,13309983520.00,t
19947,13309994360.00,c
19948,13310005200.00,p
19949,13310016040.00,"
19950,13310026920.00,,
19951,13310037760.00,0
19952,13310048600.00,,
19953,13310059440.00,1
19954,13310070280.00,2
19955,13310081120.00,0
19956,13310092000.00,,
19957,13310102840.00,8
19958,13310113680.00,2
19959,13310124520.00,7
19960,13310135360.00,6
19961,13310146240.00,0
19962,13310157080.00,0
19963,13310167920.00,0
19964,13310178760.00,0
19965,13310189600.00,0
19966,13310200480.00,0
19967,13310211320.00,7
19968,13310222160.00,2
19969,13310233000.00,6
19970,13310243880.00,B
19971,13310254720.00,8
19972,13310265560.00,3
19973,13310276400.00,2
19974,13310287240.00,7
19975,13310298080.00,2
19976,13310308960.00,8
19977,13310319800.00,0
19978,13310330640.00,A
19979,13310341480.00,8
19980,13310352320.00,E
19981,13310363200.00,9
19982,13310374040.00,2
19983,13310384880.00,F
19984,13310395720.00,5
19985,13310406560.00,B
19986,13310417440.00,6
19987,13310428280.00,3
19988,13310439120.00,F
19989,13310449960.00,4
19990,13310460840.00,2
19991,13310471680.00,9
19992,13310482520.00,0
19993,13310493360.00,8
19994,13310504200.00,1
19995,13310515040.00,D
19996,13310525920.00,1
19997,13310536760.00,0
19998,13310547600.00,0
19999,13310558440.00,C
20000,13310569280.00,3
20001,13310580160.00,0
20002,13310591000.00,1
20003,13310601840.00,5
20004,13310612680.00,7
20005,13310623520.00,9
20006,13310634400.00,8
20007,13310645240.00,A
20008,13310656080.00,E
20009,13310666920.00,D
20010,13310677800.00,0
20011,13310688640.00,0
20012,13310699480.00,6
20013,13310710320.00,0
20014,13310721160.00,B
20015,13310732040.00,F
20016,13310742880.00,B
20017,13310753720.00,B
20018,13310764560.00,F
20019,13310775400.00,0
20020,13310786240.00,0
20021,13310797120.00,8
20022,13310807960.00,0
20023,13310818800.00,4
20024,13310829640.00,1
20025,13310840480.00,4
20026,13310851360.00,F
20027,13310862200.00,8
20028,13310873040.00,5
20029,13310883880.00,A
20030,13310894760.00,1
20031,13310905600.00,D
20032,13310916440.00,5
20033,13310927280.00,7
20034,13310938120.00,8
20035,13310948960.00,5
20036,13310959840.00,0
20037,13310970680.00,0
20038,13310981520.00,F
20039,13310992360.00,1
20040,13311003200.00,B
20041,13311014080.00,B
20042,13311024920.00,D
20043,13311035760.00,E
20044,13311046600.00,0
20045,13311057440.00,8
20046,13311068320.00,3
20047,13311079160.00,D
20048,13311090000.00,F
20049,13311100840.00,9
20050,13311111720.00,E
20051,13311122560.00,B
20052,13311133400.00,9
20053,13311144240.00,B
20054,13311155080.00,3
20055,13311165960.00,0
20056,13311176800.00,B
20057,13311187640.00,0
20058,13311198480.00,8
20059,13311209320.00,D
20060,13311220160.00,E
20061,13311231040.00,0
20062,13311241880.00,E
20063,13311252720.00,0
20064,13311263560.00,1
20065,13311274400.00,6
20066,13311285280.00,F
20067,13311296120.00,C
20068,13311306960.00,7
20069,13311317800.00,9
20070,13311328680.00,B
20071,13311339520.00,9
20072,13311350360.00,F
20073,13311361200.00,8
20074,13311372040.00,4
20075,13311382920.00,A
20076,13311393760.00,2
20077,13311404600.00,3
20078,13311415440.00,8
20079,13311426280.00,7
20080,13311437120.00,3
20081,13311448000.00,D
20082,13311458840.00,A
20083,13311469680.00,D
20084,13311480520.00,8
20085,13311491360.00,1
20086,13311502240.00,B
20087,13311513080.00,0
20088,13311523920.00,3
20089,13311534760.00,7
20090,13311545640.00,6
20091,13311556480.00,2
20092,13311567320.00,6
20093,13311578160.00,9
20094,13311589000.00,6
20095,13311599880.00,B
