Id,Time[ns],1:UART: RX/TX
7422,11517422240.00,9
7423,11517433080.00,B
7424,11517443920.00,2
7425,11517454760.00,8
7426,11517465640.00,4
7427,11517476480.00,F
7428,11517487320.00,9
7429,11517498160.00,2
7430,11517509040.00,A
7431,11517519880.00,7
7432,11517530720.00,9
7433,11517541560.00,F
7434,11517552400.00,1
7435,11517563280.00,8
7436,11517574120.00,D
7437,11517584960.00,4
7438,11517595800.00,A
7439,11517606640.00,1
7440,11517617520.00,0
7441,11517628360.00,A
7442,11517639200.00,1
7443,11517650040.00,B
7444,11517660880.00,E
7445,11517671720.00,B
7446,11517682600.00,B
7447,11517693440.00,1
7448,11517704280.00,C
7449,11517715120.00,C
7450,11517726000.00,A
7451,11517736840.00,6
7452,11517747680.00,2
7453,11517758520.00,C
7454,11517769360.00,4
7455,11517780240.00,9
7456,11517791080.00,7
7457,11517801920.00,1
7458,11517812760.00,4
7459,11517823600.00,A
7460,11517834480.00,F
7461,11517845320.00,A
7462,11517856160.00,C
7463,11517867000.00,4
7464,11517877840.00,A
7465,11517888680.00,5
7466,11517899560.00,E
7467,11517910400.00,F
7468,11517921240.00,5
7469,11517932080.00,7
7470,11517942960.00,B
7471,11517953800.00,4
7472,11517964640.00,4
7473,11517975480.00,7
7474,11517986320.00,5
7475,11517997200.00,F
7476,11518008040.00,B
7477,11518018880.00,8
7478,11518029720.00,0
7479,11518040560.00,7
7480,11518051440.00,3
7481,11518062280.00,1
7482,11518073120.00,6
7483,11518083960.00,9
7484,11518094800.00,D
7485,11518105640.00,[0D]
7486,11518116520.00,[0A]
7487,11578666880.00,[0D]
7488,11578677760.00,[0A]
7489,11578688600.00,+
7490,11578699440.00,M
7491,11578710280.00,I
7492,11578721120.00,P
7493,11578732000.00,U
7494,11578742840.00,R
7495,11578753680.00,C
7496,11578764520.00,:
7497,11578775360.00,[20]
7498,11578786240.00,"
7499,11578797080.00,r
7500,11578807920.00,t
7501,11578818760.00,c
7502,11578829600.00,p
7503,11578840480.00,"
7504,11578851320.00,,
7505,11578862160.00,0
7506,11578873000.00,,
7507,11578883840.00,1
7508,11578894720.00,8
7509,11578905560.00,9
7510,11578916400.00,,
7511,11578927240.00,8
7512,11578938080.00,2
7513,11578948960.00,7
7514,11578959800.00,E
7515,11578970640.00,0
7516,11578981480.00,0
7517,11578992320.00,B
7518,11579003200.00,9
7519,11579014040.00,0
7520,11579024880.00,0
7521,11579035720.00,0
7522,11579046560.00,0
7523,11579057440.00,0
7524,11579068280.00,0
7525,11579079120.00,B
7526,11579089960.00,5
7527,11579100800.00,6
7528,11579111680.00,B
7529,11579122520.00,8
7530,11579133360.00,3
7531,11579144200.00,3
7532,11579155040.00,D
7533,11579165920.00,3
7534,11579176760.00,D
7535,11579187600.00,B
7536,11579198440.00,5
7537,11579209280.00,D
7538,11579220160.00,3
7539,11579231000.00,2
7540,11579241840.00,4
7541,11579252680.00,7
7542,11579263520.00,6
7543,11579274400.00,2
7544,11579285240.00,6
7545,11579296080.00,4
7546,11579306920.00,1
7547,11579317760.00,A
7548,11579328640.00,2
7549,11579339480.00,F
7550,11579350320.00,3
7551,11579361160.00,1
7552,11579372000.00,7
7553,11579382880.00,E
7554,11579393720.00,3
7555,11579404560.00,6
7556,11579415400.00,3
7557,11579426240.00,F
7558,11579437120.00,6
7559,11579447960.00,1
7560,11579458800.00,8
7561,11579469640.00,D
7562,11579480480.00,3
7563,11579491360.00,D
7564,11579502200.00,1
7565,11579513040.00,8
7566,11579523880.00,C
7567,11579534720.00,E
7568,11579545600.00,2
7569,11579556440.00,5
7570,11579567280.00,E
7571,11579578120.00,4
7572,11579588960.00,C
7573,11579599840.00,4
7574,11579610680.00,E
7575,11579621520.00,2
7576,11579632360.00,3
7577,11579643200.00,7
7578,11579654080.00,F
7579,11579664920.00,2
7580,11579675760.00,2
7581,11579686600.00,B
7582,11579697440.00,C
7583,11579708320.00,E
7584,11579719160.00,A
7585,11579730000.00,D
7586,11579740840.00,4
7587,11579751680.00,1
7588,11579762560.00,9
7589,11579773400.00,5
7590,11579784240.00,8
7591,11579795080.00,C
7592,11579805920.00,E
7593,11579816800.00,2
7594,11579827640.00,C
7595,11579838480.00,D
7596,11579849320.00,7
7597,11579860160.00,0
7598,11579871040.00,1
7599,11579881880.00,E
7600,11579892720.00,F
7601,11579903560.00,E
7602,11579914400.00,7
7603,11579925280.00,B
7604,11579936120.00,A
7605,11579946960.00,8
7606,11579957800.00,0
7607,11579968640.00,3
7608,11579979520.00,6
7609,11579990360.00,6
7610,11580001200.00,A
7611,11580012040.00,3
7612,11580022880.00,F
7613,11580033760.00,2
7614,11580044600.00,A
7615,11580055440.00,0
7616,11580066280.00,4
7617,11580077120.00,4
7618,11580088000.00,6
7619,11580098840.00,F
7620,11580109680.00,8
7621,11580120520.00,C
7622,11580131360.00,4
7623,11580142240.00,C
7624,11580153080.00,3
7625,11580163920.00,5
7626,11580174760.00,A
7627,11580185600.00,5
7628,11580196480.00,A
7629,11580207320.00,A
7630,11580218160.00,8
7631,11580229000.00,2
7632,11580239880.00,C
7633,11580250720.00,5
7634,11580261560.00,D
7635,11580272400.00,F
7636,11580283240.00,9
7637,11580294080.00,F
7638,11580304960.00,8
7639,11580315800.00,D
7640,11580326640.00,E
7641,11580337480.00,5
7642,11580348320.00,7
7643,11580359200.00,D
7644,11580370040.00,C
7645,11580380880.00,B
7646,11580391720.00,0
7647,11580402560.00,3
7648,11580413440.00,D
7649,11580424280.00,C
7650,11580435120.00,4
7651,11580445960.00,6
7652,11580456840.00,4
7653,11580467680.00,1
7654,11580478520.00,4
7655,11580489360.00,D
7656,11580500200.00,F
7657,11580511040.00,B
7658,11580521920.00,3
7659,11580532760.00,3
7660,11580543600.00,D
7661,11580554440.00,8
7662,11580565280.00,4
7663,11580576160.00,6
7664,11580587000.00,1
7665,11580597840.00,D
7666,11580608680.00,0
7667,11580619520.00,1
7668,11580630400.00,F
7669,11580641240.00,F
7670,11580652080.00,2
7671,11580662920.00,8
7672,11580673800.00,4
7673,11580684640.00,1
7674,11580695480.00,3
7675,11580706320.00,5
7676,11580717160.00,1
7677,11580728000.00,0
7678,11580738880.00,8
7679,11580749720.00,E
7680,11580760560.00,1
7681,11580771400.00,A
7682,11580782240.00,4
7683,11580793120.00,A
7684,11580803960.00,8
7685,11580814800.00,8
7686,11580825640.00,1
7687,11580836480.00,4
7688,11580847360.00,E
7689,11580858200.00,C
7690,11580869040.00,9
7691,11580879880.00,B
7692,11580890760.00,C
7693,11580901600.00,D
7694,11580912440.00,7
7695,11580923280.00,7
7696,11580934120.00,5
7697,11580944960.00,E
7698,11580955840.00,A
7699,11580966680.00,C
7700,11580977520.00,A
7701,11580988360.00,9
7702,11580999200.00,3
7703,11581010080.00,2
7704,11581020920.00,4
7705,11581031760.00,3
7706,11581042600.00,9
7707,11581053440.00,4
7708,11581064320.00,2
7709,11581075160.00,8
7710,11581086000.00,A
7711,11581096840.00,2
7712,11581107720.00,E
7713,11581118560.00,2
7714,11581129400.00,6
7715,11581140240.00,7
7716,11581151080.00,C
7717,11581161960.00,A
7718,11581172800.00,2
7719,11581183640.00,4
7720,11581194480.00,1
7721,11581205320.00,3
7722,11581216160.00,9
7723,11581227040.00,4
7724,11581237880.00,F
7725,11581248720.00,7
7726,11581259560.00,A
7727,11581270400.00,D
7728,11581281280.00,2
7729,11581292120.00,5
7730,11581302960.00,A
7731,11581313800.00,8
7732,11581324680.00,5
7733,11581335520.00,E
7734,11581346360.00,2
7735,11581357200.00,B
7736,11581368040.00,E
7737,11581378920.00,A
7738,11581389760.00,E
7739,11581400600.00,3
7740,11581411440.00,A
7741,11581422280.00,8
7742,11581433120.00,9
7743,11581444000.00,A
7744,11581454840.00,4
7745,11581465680.00,B
7746,11581476520.00,D
7747,11581487360.00,5
7748,11581498240.00,B
7749,11581509080.00,C
7750,11581519920.00,F
7751,11581530760.00,1
7752,11581541640.00,7
7753,11581552480.00,0
7754,11581563320.00,E
7755,11581574160.00,C
7756,11581585000.00,A
7757,11581595880.00,4
7758,11581606720.00,7
7759,11581617560.00,3
7760,11581628400.00,4
7761,11581639240.00,A
7762,11581650080.00,2
7763,11581660960.00,A
7764,11581671800.00,4
7765,11581682640.00,D
7766,11581693480.00,8
7767,11581704320.00,0
7768,11581715200.00,9
7769,11581726040.00,D
7770,11581736880.00,6
7771,11581747720.00,8
7772,11581758600.00,C
7773,11581769440.00,D
7774,11581780280.00,A
7775,11581791120.00,C
7776,11581801960.00,7
7777,11581812840.00,4
7778,11581823680.00,8
7779,11581834520.00,B
7780,11581845360.00,2
7781,11581856200.00,1
7782,11581867040.00,D
7783,11581877920.00,F
7784,11581888760.00,2
7785,11581899600.00,7
7786,11581910440.00,C
7787,11581921280.00,5
7788,11581932160.00,E
7789,11581943000.00,5
7790,11581953840.00,A
7791,11581964680.00,B
7792,11581975560.00,A
7793,11581986400.00,2
7794,11581997240.00,F
7795,11582008080.00,C
7796,11582018920.00,5
7797,11582029800.00,9
7798,11582040640.00,1
7799,11582051480.00,9
7800,11582062320.00,9
7801,11582073160.00,7
7802,11582084000.00,D
7803,11582094880.00,E
7804,11582105720.00,1
7805,11582116560.00,1
7806,11582127400.00,5
7807,11582138240.00,B
7808,11582149120.00,6
7809,11582159960.00,7
7810,11582170800.00,3
7811,11582181640.00,0
7812,11582192520.00,8
7813,11582203360.00,7
7814,11582214200.00,C
7815,11582225040.00,9
7816,11582235880.00,3
7817,11582246760.00,0
7818,11582257600.00,E
7819,11582268440.00,6
7820,11582279280.00,5
7821,11582290120.00,0
7822,11582301000.00,8
7823,11582311840.00,3
7824,11582322680.00,A
7825,11582333520.00,D
7826,11582344360.00,3
7827,11582355200.00,A
7828,11582366080.00,1
7829,11582376920.00,D
7830,11582387760.00,1
7831,11582398600.00,3
7832,11582409480.00,C
7833,11582420320.00,2
7834,11582431160.00,8
7835,11582442000.00,4
7836,11582452840.00,6
7837,11582463720.00,4
7838,11582474560.00,C
7839,11582485400.00,E
7840,11582496240.00,4
7841,11582507080.00,5
7842,11582517960.00,5
7843,11582528800.00,8
7844,11582539640.00,9
7845,11582550480.00,E
7846,11582561320.00,8
7847,11582572160.00,C
7848,11582583040.00,8
7849,11582593880.00,6
7850,11582604720.00,8
7851,11582615560.00,C
7852,11582626440.00,9
7853,11582637280.00,4
7854,11582648120.00,C
7855,11582658960.00,C
7856,11582669800.00,D
7857,11582680680.00,B
7858,11582691520.00,2
7859,11582702360.00,0
7860,11582713200.00,3
7861,11582724040.00,A
7862,11582734920.00,5
7863,11582745760.00,A
7864,11582756600.00,9
7865,11582767440.00,2
7866,11582778280.00,3
7867,11582789120.00,6
7868,11582800000.00,1
7869,11582810840.00,3
7870,11582821680.00,5
7871,11582832520.00,D
7872,11582843400.00,3
7873,11582854240.00,D
7874,11582865080.00,1
7875,11582875920.00,8
7876,11582886760.00,F
7877,11582897640.00,E
7878,11582908480.00,8
7879,11582919320.00,4
7880,11582930160.00,8
7881,11582941000.00,F
7882,11582951880.00,0
7883,11582962720.00,B
7884,11582973560.00,A
7885,11582984400.00,B
7886,11582995240.00,5
7887,11583006080.00,0
7888,11583016960.00,7
7889,11583027800.00,[0D]
7890,11583038640.00,[0A]
7891,11632636880.00,[0D]
7892,11632647720.00,[0A]
7893,11632658560.00,+
7894,11632669400.00,M
7895,11632680280.00,I
7896,11632691120.00,P
7897,11632701960.00,U
7898,11632712800.00,R
7899,11632723640.00,C
7900,11632734520.00,:
7901,11632745360.00,[20]
7902,11632756200.00,"
7903,11632767040.00,r
7904,11632777880.00,t
7905,11632788760.00,c
7906,11632799600.00,p
7907,11632810440.00,"
7908,11632821280.00,,
7909,11632832120.00,0
7910,11632843000.00,,
7911,11632853840.00,2
7912,11632864680.00,0
7913,11632875520.00,9
7914,11632886360.00,,
7915,11632897240.00,8
7916,11632908080.00,2
7917,11632918920.00,7
7918,11632929760.00,E
7919,11632940600.00,0
7920,11632951480.00,0
7921,11632962320.00,C
7922,11632973160.00,D
7923,11632984000.00,0
7924,11632994840.00,0
7925,11633005720.00,0
7926,11633016560.00,0
7927,11633027400.00,0
7928,11633038240.00,0
7929,11633049080.00,C
7930,11633059960.00,9
7931,11633070800.00,6
7932,11633081640.00,B
7933,11633092480.00,8
7934,11633103320.00,3
7935,11633114200.00,4
7936,11633125040.00,3
7937,11633135880.00,4
7938,11633146720.00,3
7939,11633157560.00,B
7940,11633168440.00,2
7941,11633179280.00,2
7942,11633190120.00,E
7943,11633200960.00,A
7944,11633211800.00,4
7945,11633222680.00,C
7946,11633233520.00,D
7947,11633244360.00,E
7948,11633255200.00,6
7949,11633266040.00,B
7950,11633276920.00,B
7951,11633287760.00,5
7952,11633298600.00,F
7953,11633309440.00,D
7954,11633320280.00,7
7955,11633331160.00,E
7956,11633342000.00,E
7957,11633352840.00,1
7958,11633363680.00,6
7959,11633374520.00,6
7960,11633385400.00,D
7961,11633396240.00,3
7962,11633407080.00,4
7963,11633417920.00,0
7964,11633428760.00,A
7965,11633439640.00,5
7966,11633450480.00,8
7967,11633461320.00,1
7968,11633472160.00,2
7969,11633483000.00,6
7970,11633493880.00,A
7971,11633504720.00,8
7972,11633515560.00,5
7973,11633526400.00,A
7974,11633537240.00,D
7975,11633548120.00,F
7976,11633558960.00,9
7977,11633569800.00,B
7978,11633580640.00,7
7979,11633591480.00,0
7980,11633602360.00,D
7981,11633613200.00,C
7982,11633624040.00,D
7983,11633634880.00,5
7984,11633645720.00,3
7985,11633656600.00,3
7986,11633667440.00,E
7987,11633678280.00,C
7988,11633689120.00,E
7989,11633699960.00,F
7990,11633710840.00,6
7991,11633721680.00,8
7992,11633732520.00,C
7993,11633743360.00,1
7994,11633754200.00,5
7995,11633765080.00,B
7996,11633775920.00,5
7997,11633786760.00,0
7998,11633797600.00,8
7999,11633808440.00,5
8000,11633819320.00,F
8001,11633830160.00,6
8002,11633841000.00,E
8003,11633851840.00,8
8004,11633862680.00,6
8005,11633873560.00,0
8006,11633884400.00,6
8007,11633895240.00,5
8008,11633906080.00,E
8009,11633916920.00,8
8010,11633927800.00,5
8011,11633938640.00,7
8012,11633949480.00,0
8013,11633960320.00,1
8014,11633971160.00,5
8015,11633982040.00,5
8016,11633992880.00,8
8017,11634003720.00,4
8018,11634014560.00,0
8019,11634025400.00,1
8020,11634036280.00,B
8021,11634047120.00,D
8022,11634057960.00,3
8023,11634068800.00,4
8024,11634079640.00,6
8025,11634090520.00,4
8026,11634101360.00,3
8027,11634112200.00,F
8028,11634123040.00,8
8029,11634133880.00,7
8030,11634144760.00,1
8031,11634155600.00,3
8032,11634166440.00,B
8033,11634177280.00,8
8034,11634188120.00,9
8035,11634199000.00,B
8036,11634209840.00,D
8037,11634220680.00,4
8038,11634231520.00,A
8039,11634242360.00,9
8040,11634253240.00,8
8041,11634264080.00,2
8042,11634274920.00,A
8043,11634285760.00,B
8044,11634296600.00,9
8045,11634307480.00,7
8046,11634318320.00,B
8047,11634329160.00,A
8048,11634340000.00,3
8049,11634350840.00,8
8050,11634361720.00,2
8051,11634372560.00,6
8052,11634383400.00,8
8053,11634394240.00,0
8054,11634405080.00,D
8055,11634415960.00,A
8056,11634426800.00,B
8057,11634437640.00,0
8058,11634448480.00,0
8059,11634459320.00,4
8060,11634470200.00,8
8061,11634481040.00,4
8062,11634491880.00,6
8063,11634502720.00,5
8064,11634513560.00,1
8065,11634524440.00,F
8066,11634535280.00,1
8067,11634546120.00,A
8068,11634556960.00,0
8069,11634567800.00,2
8070,11634578680.00,3
8071,11634589520.00,3
8072,11634600360.00,4
8073,11634611200.00,B
8074,11634622040.00,5
8075,11634632920.00,0
8076,11634643760.00,9
8077,11634654600.00,9
8078,11634665440.00,C
8079,11634676320.00,6
8080,11634687160.00,2
8081,11634698000.00,E
8082,11634708840.00,2
8083,11634719680.00,C
8084,11634730520.00,8
8085,11634741400.00,9
8086,11634752240.00,C
8087,11634763080.00,E
8088,11634773920.00,F
8089,11634784760.00,9
8090,11634795640.00,2
8091,11634806480.00,3
8092,11634817320.00,F
8093,11634828160.00,7
8094,11634839000.00,4
8095,11634849880.00,B
8096,11634860720.00,9
8097,11634871560.00,7
8098,11634882400.00,3
8099,11634893280.00,7
8100,11634904120.00,0
8101,11634914960.00,3
8102,11634925800.00,5
8103,11634936640.00,9
8104,11634947480.00,3
8105,11634958360.00,1
8106,11634969200.00,B
8107,11634980040.00,8
8108,11634990880.00,9
8109,11635001720.00,8
8110,11635012600.00,A
8111,11635023440.00,4
8112,11635034280.00,6
8113,11635045120.00,B
8114,11635055960.00,0
8115,11635066840.00,C
8116,11635077680.00,6
8117,11635088520.00,F
8118,11635099360.00,4
8119,11635110240.00,0
8120,11635121080.00,A
8121,11635131920.00,0
8122,11635142760.00,D
8123,11635153600.00,E
8124,11635164440.00,1
8125,11635175320.00,E
8126,11635186160.00,A
8127,11635197000.00,2
8128,11635207840.00,1
8129,11635218680.00,4
8130,11635229560.00,4
8131,11635240400.00,3
8132,11635251240.00,E
8133,11635262080.00,4
8134,11635272920.00,F
8135,11635283800.00,8
8136,11635294640.00,8
8137,11635305480.00,5
8138,11635316320.00,C
8139,11635327200.00,F
8140,11635338040.00,9
8141,11635348880.00,7
8142,11635359720.00,8
8143,11635370560.00,5
8144,11635381400.00,3
8145,11635392280.00,0
8146,11635403120.00,A
8147,11635413960.00,3
8148,11635424800.00,6
8149,11635435640.00,1
8150,11635446520.00,F
8151,11635457360.00,7
8152,11635468200.00,0
8153,11635479040.00,2
8154,11635489880.00,D
8155,11635500760.00,2
8156,11635511600.00,5
8157,11635522440.00,D
8158,11635533280.00,B
8159,11635544160.00,8
8160,11635555000.00,A
8161,11635565840.00,9
8162,11635576680.00,1
8163,11635587520.00,B
8164,11635598400.00,4
8165,11635609240.00,B
8166,11635620080.00,1
8167,11635630920.00,C
8168,11635641760.00,A
8169,11635652600.00,3
8170,11635663480.00,8
8171,11635674320.00,8
8172,11635685160.00,2
8173,11635696000.00,D
8174,11635706840.00,0
8175,11635717720.00,2
8176,11635728560.00,3
8177,11635739400.00,B
8178,11635750240.00,0
8179,11635761120.00,F
8180,11635771960.00,9
8181,11635782800.00,5
8182,11635793640.00,C
8183,11635804480.00,8
8184,11635815360.00,E
8185,11635826200.00,D
8186,11635837040.00,5
8187,11635847880.00,E
8188,11635858720.00,1
8189,11635869560.00,B
8190,11635880440.00,9
8191,11635891280.00,A
8192,11635902120.00,E
8193,11635912960.00,A
8194,11635923800.00,7
8195,11635934680.00,9
8196,11635945520.00,E
8197,11635956360.00,2
8198,11635967200.00,2
8199,11635978080.00,6
8200,11635988920.00,5
8201,11635999760.00,5
8202,11636010600.00,9
8203,11636021440.00,C
8204,11636032320.00,F
8205,11636043160.00,6
8206,11636054000.00,4
8207,11636064840.00,B
8208,11636075680.00,5
8209,11636086520.00,2
8210,11636097400.00,4
8211,11636108240.00,D
8212,11636119080.00,3
8213,11636129920.00,4
8214,11636140760.00,5
8215,11636151640.00,3
8216,11636162480.00,2
8217,11636173320.00,A
8218,11636184160.00,9
8219,11636195040.00,0
8220,11636205880.00,3
8221,11636216720.00,3
8222,11636227560.00,E
8223,11636238400.00,5
8224,11636249280.00,E
8225,11636260120.00,5
8226,11636270960.00,B
8227,11636281800.00,B
8228,11636292640.00,C
8229,11636303480.00,E
8230,11636314360.00,2
8231,11636325200.00,3
8232,11636336040.00,B
8233,11636346880.00,8
8234,11636357720.00,A
8235,11636368600.00,A
8236,11636379440.00,1
8237,11636390280.00,4
8238,11636401120.00,F
8239,11636412000.00,F
8240,11636422840.00,C
8241,11636433680.00,7
8242,11636444520.00,8
8243,11636455360.00,F
8244,11636466240.00,3
8245,11636477080.00,C
8246,11636487920.00,A
8247,11636498760.00,A
8248,11636509600.00,6
8249,11636520440.00,6
8250,11636531320.00,3
8251,11636542160.00,1
8252,11636553000.00,A
8253,11636563840.00,3
8254,11636574680.00,F
8255,11636585560.00,E
8256,11636596400.00,F
8257,11636607240.00,9
8258,11636618080.00,0
8259,11636628960.00,A
8260,11636639800.00,6
8261,11636650640.00,7
8262,11636661480.00,2
8263,11636672320.00,0
8264,11636683200.00,8
8265,11636694040.00,C
8266,11636704880.00,C
8267,11636715720.00,4
8268,11636726560.00,E
8269,11636737440.00,C
8270,11636748280.00,C
8271,11636759120.00,C
8272,11636769960.00,4
8273,11636780800.00,5
8274,11636791640.00,6
8275,11636802520.00,9
8276,11636813360.00,9
8277,11636824200.00,8
8278,11636835040.00,7
8279,11636845920.00,1
8280,11636856760.00,3
8281,11636867600.00,1
8282,11636878440.00,5
8283,11636889280.00,D
8284,11636900160.00,2
8285,11636911000.00,B
8286,11636921840.00,B
8287,11636932680.00,A
8288,11636943520.00,0
8289,11636954400.00,E
8290,11636965240.00,5
8291,11636976080.00,F
8292,11636986920.00,8
8293,11636997760.00,7
8294,11637008600.00,4
8295,11637019480.00,8
8296,11637030320.00,5
8297,11637041160.00,4
8298,11637052000.00,1
8299,11637062880.00,F
8300,11637073720.00,A
8301,11637084560.00,C
8302,11637095400.00,6
